year,community_area,comm_pop,community,commarea_km2,other1,property1,public_order1,violent1,allblackpop,allwhitepop,malepop,male15_19pop,male15_24pop,male15_29pop
2023,29,31244.0,NORTH LAWNDALE,89.48742200680012,430,3108,1084,2528,24509,3359,13796,1208,2486,3839
2023,30,68798.0,SOUTH LAWNDALE,127.99829784190968,262,2207,471,1510,9374,32275,38553,2682,6176,10331
2023,31,33279.0,LOWER WEST SIDE,81.55072362189355,163,1891,201,824,1759,19350,16408,800,1979,3812
2023,32,42181.0,LOOP,46.3355654497116,327,6040,630,1811,4656,26217,20346,1134,3205,7131
2023,33,29174.0,NEAR SOUTH SIDE,49.769639444136615,141,1723,181,677,6545,17160,14725,208,1006,2835
2023,34,14207.0,ARMOUR SQUARE,27.766196090094883,29,783,63,273,1746,3064,6614,353,784,1141
2023,35,21756.0,DOUGLAS,46.004621149279,180,1942,202,858,15183,3054,9983,716,2082,3306
2023,36,6946.0,OAKLAND,16.913961037490527,81,591,40,270,6050,766,2818,256,385,561
2023,37,2142.0,FULLER PARK,19.916704865338488,29,355,92,250,1806,329,1014,87,157,244
2023,38,26345.0,GRAND BOULEVARD,48.49250314605212,239,2178,256,1175,23108,2567,11193,903,1266,2115
2023,39,18138.0,KENWOOD,29.071741922715727,149,1345,77,497,12921,4619,8378,398,906,1751
2023,40,13111.0,WASHINGTON PARK,42.37388147613499,138,1343,208,900,12695,346,5640,653,925,1267
2023,41,29591.0,HYDE PARK,45.10538016450888,124,1831,61,448,9601,15115,13233,1099,3420,5272
2023,42,24628.0,WOODLAWN,57.81517950095547,186,2099,334,1115,20085,3302,11313,810,1895,2878
2023,43,53673.0,SOUTH SHORE,81.81271638009841,551,4804,546,2890,50427,2701,24225,995,2022,4018
2023,44,30749.0,CHATHAM,82.32067029535114,419,3521,508,1939,29511,1098,13644,756,1719,3314
2023,45,9481.0,AVALON PARK,34.852737729948345,80,685,73,361,9096,261,3930,485,499,626
2023,46,29381.0,SOUTH CHICAGO,93.2721849914544,280,2300,309,1500,21110,4113,13798,935,1716,2616
2023,47,2148.0,BURNSIDE,16.995983270423185,29,177,38,97,2108,38,819,57,57,57
2023,48,11645.0,CALUMET HEIGHTS,48.82624155505823,87,971,95,391,10923,371,4744,238,390,668
2023,49,36700.0,ROSELAND,134.31370670490057,420,3158,578,1960,34993,1841,16461,1021,2077,3508
2023,50,6741.0,PULLMAN,59.00155559069487,84,559,76,379,5233,1359,2583,145,318,575
2023,51,14210.0,SOUTH DEERING,303.79705960132867,154,1184,165,567,8589,3181,6331,357,695,1290
2023,52,22793.0,EAST SIDE,83.24172803329057,158,718,120,481,1124,12086,11055,866,1877,2391
2023,53,24470.0,WEST PULLMAN,99.36519806341394,234,1845,386,1146,22292,1807,11287,784,1658,2644
2023,54,7536.0,RIVERDALE,98.38949739579031,77,587,79,544,7380,124,2806,167,419,787
2023,55,8971.0,HEGEWISCH,145.96574140897752,83,410,49,231,1484,5611,4676,395,612,874
2023,56,36426.0,GARFIELD RIDGE,117.89077840626808,132,1416,240,500,1604,26244,18224,1234,2145,3037
2023,57,14021.0,ARCHER HEIGHTS,55.92250571042751,59,613,94,262,326,8199,7559,727,1212,1732
2023,58,42062.0,BRIGHTON PARK,75.89279029683405,145,1242,142,784,1563,19654,21866,1239,2904,4822
2023,59,15443.0,MCKINLEY PARK,39.431799640295466,43,607,54,266,705,5981,7835,643,1002,1633
2023,60,33123.0,BRIDGEPORT,58.29151926539481,100,1010,85,434,1368,15449,17357,787,2153,4010
2023,61,41869.0,NEW CITY,134.6369632279751,311,2183,444,1509,8839,17714,21589,2262,3660,4903
2023,62,18568.0,WEST ELSDON,32.71109141959873,57,668,70,275,183,11169,9822,683,1358,2167
2023,63,35691.0,GAGE PARK,61.28489610145672,160,1249,200,773,2714,17353,17789,1496,2998,4508
2023,64,24924.0,CLEARING,71.14519236904174,127,762,63,296,482,17457,13069,923,1737,2699
2023,65,32649.0,WEST LAWN,82.3153016672832,110,1199,120,431,816,18190,16534,1435,2850,3992
2023,66,53460.0,CHICAGO LAWN,98.27946509626284,352,2716,441,1775,19560,19137,25947,1958,4678,6407
2023,67,26729.0,WEST ENGLEWOOD,87.94769193108257,334,2213,637,1624,20923,1991,12423,1059,2003,2763
2023,68,21411.0,ENGLEWOOD,85.65232306609218,332,2365,539,1877,19345,1158,10255,958,1485,2326
2023,69,29563.0,GREATER GRAND CROSSING,98.85316769023828,424,3443,609,2288,27687,749,12889,983,1638,2760
2023,70,42079.0,ASHBURN,135.46033718240324,160,1466,152,662,18754,13791,20269,1610,2803,4315
2023,71,45049.0,AUBURN GRESHAM,105.06535358129682,520,3548,575,2249,42797,1091,20580,1178,2556,4092
2023,72,19570.0,BEVERLY,88.7793639211539,96,650,49,222,6956,12549,9200,584,1231,1668
2023,73,25312.0,WASHINGTON HEIGHTS,79.63575286171745,192,1936,211,910,24556,796,10975,828,1588,2408
2023,74,18553.0,MOUNT GREENWOOD,75.58429000631087,50,310,37,150,661,17568,9172,669,1284,1622
2023,75,21318.0,MORGAN PARK,91.877340681314,139,1110,144,577,13936,7548,9731,564,1141,1607
2023,76,13773.0,OHARE,371.8356076134321,94,1030,396,353,1378,9711,7152,182,481,1128
2023,77,56146.0,EDGEWATER,48.449990830225794,191,2201,139,818,8498,38879,28730,1180,2952,5814
2024,1,54173.0,ROGERS PARK,51.25990244057384,272,2593,239,1250,13242,31053,26303,1265,3358,5561
2024,2,78373.0,WEST RIDGE,98.4290948429624,249,2341,139,1049,12777,43285,40216,3477,5611,8189
2024,3,56344.0,UPTOWN,65.09564271609112,216,2751,213,1323,12056,35397,29416,567,2411,6810
2024,4,41651.0,LINCOLN SQUARE,71.35232822594875,106,1318,119,491,2505,32711,19208,988,1751,3396
2024,5,36014.0,NORTH CENTER,57.05416783863191,76,1019,47,242,1643,31419,18524,855,1377,2893
2024,6,102827.0,LAKE VIEW,87.21479925558447,256,4957,282,1337,6340,86305,51752,900,6024,16891
2024,7,67987.0,LINCOLN PARK,88.31640045539218,113,3472,141,590,2728,58298,32570,1953,5276,11360
2024,8,107331.0,NEAR NORTH SIDE,76.67589595801923,451,7557,957,2470,10146,78902,49652,789,4984,15237
2024,9,11558.0,EDISON PARK,31.63631378020181,28,201,9,45,287,10446,5761,346,481,691
2024,10,39530.0,NORWOOD PARK,121.95910544621267,100,822,54,293,574,33719,19016,1029,1894,2652
2024,11,26649.0,JEFFERSON PARK,64.86816166921948,81,624,61,284,1053,19252,13354,515,1189,1916
2024,12,19901.0,FOREST GLEN,89.13089361873274,38,386,31,90,372,15826,9955,457,790,1109
2024,13,18356.0,NORTH PARK,70.28870642060181,53,619,53,323,1175,10754,8565,500,1015,1516
2024,14,45538.0,ALBANY PARK,53.54223080864773,186,1404,128,758,2678,27301,22717,1523,3747,5553
2024,15,63031.0,PORTAGE PARK,110.19609711747748,275,1956,189,795,3407,43794,31002,1660,3378,5441
2024,16,53332.0,IRVING PARK,89.61138229311392,223,1619,152,731,3620,36472,26186,1162,2224,3936
2024,17,41233.0,DUNNING,103.5950011545707,146,1008,77,483,2004,30804,19810,870,1767,2721
2024,18,14280.0,MONTCLARE,27.57639362717424,47,427,28,173,1195,8112,6660,563,980,1237
2024,19,72088.0,BELMONT CRAGIN,109.09941466771691,470,2510,266,1479,4403,33702,36396,2921,5206,7789
2024,20,22576.0,HERMOSA,32.60205939915233,125,730,101,510,1307,11157,11647,829,1633,2439
2024,21,35533.0,AVONDALE,55.29059546222403,135,1611,111,560,2907,23391,16781,915,1845,3356
2024,22,71160.0,LOGAN SQUARE,100.05756668057336,276,3916,180,1087,6315,54542,34868,1091,3148,8507
2024,23,56153.0,HUMBOLDT PARK,100.48087648273764,484,2923,1530,2113,19051,18883,26517,2603,4473,6561
2024,24,88197.0,WEST TOWN,127.56290457232984,288,5873,348,1500,8532,68806,42779,666,2514,9853
2024,25,97452.0,AUSTIN,199.25420338818205,848,6023,1541,4544,69832,16187,46126,3748,6827,9797
2024,26,15096.0,WEST GARFIELD PARK,36.09284880796031,231,1391,862,1293,13604,359,6846,429,943,1329
2024,27,20731.0,EAST GARFIELD PARK,53.88322083574582,279,1641,476,1475,16994,2671,9466,606,1338,2350
2024,28,68165.0,NEAR WEST SIDE,158.49246652347665,517,7051,731,2679,18372,35318,33870,1737,4173,10557
2024,29,33958.0,NORTH LAWNDALE,89.48742200680012,431,2673,949,2555,27485,3278,14727,1501,2878,4192
2024,30,69884.0,SOUTH LAWNDALE,127.99829784190968,301,1942,382,1647,9011,30961,38484,2818,6579,10731
2024,31,33446.0,LOWER WEST SIDE,81.55072362189355,204,1776,214,982,1603,18012,16836,807,1982,3958
2024,32,42550.0,LOOP,46.3355654497116,338,6288,911,1790,5473,25152,21034,1183,3841,7824
2024,33,30482.0,NEAR SOUTH SIDE,49.769639444136615,165,1594,260,722,8543,16021,15955,321,1396,4114
2024,34,13848.0,ARMOUR SQUARE,27.766196090094883,47,684,72,301,1644,2627,6330,297,726,1262
2024,35,21088.0,DOUGLAS,46.004621149279,157,1596,250,898,14795,3163,10302,633,2196,3624
2024,36,6937.0,OAKLAND,16.913961037490527,71,509,47,255,6022,784,2929,283,415,512
2024,37,2270.0,FULLER PARK,19.916704865338488,38,334,82,250,1904,289,1160,68,141,274
2024,38,25181.0,GRAND BOULEVARD,48.49250314605212,240,2178,272,1132,22378,2407,10803,744,1127,1948
2024,39,18417.0,KENWOOD,29.071741922715727,137,1301,77,581,12933,4998,8517,514,1047,1770
2024,40,12313.0,WASHINGTON PARK,42.37388147613499,178,1157,207,915,11656,489,5303,556,958,1294
2024,41,30599.0,HYDE PARK,45.10538016450888,127,1698,72,529,9204,15842,14332,1274,3808,5870
2024,42,24355.0,WOODLAWN,57.81517950095547,265,1879,351,1305,19348,3881,11218,975,2211,2986
2024,43,53034.0,SOUTH SHORE,81.81271638009841,579,4261,571,3111,49576,3164,23988,1231,2229,4165
2024,44,29895.0,CHATHAM,82.32067029535114,464,3016,411,1974,28422,960,13244,847,1935,3206
2024,45,9071.0,AVALON PARK,34.852737729948345,75,620,79,354,8291,293,4053,510,620,788
2024,46,27551.0,SOUTH CHICAGO,93.2721849914544,299,1913,283,1424,19560,3224,13185,875,1579,2364
2024,47,2304.0,BURNSIDE,16.995983270423185,33,139,29,97,2264,42,871,66,66,66
2024,48,11229.0,CALUMET HEIGHTS,48.82624155505823,103,778,84,383,10614,373,4758,365,540,766
2024,49,36635.0,ROSELAND,134.31370670490057,482,2795,498,1865,34864,1665,16415,995,2121,3434
2024,50,6744.0,PULLMAN,59.00155559069487,77,600,91,357,5277,954,2916,177,517,751
2024,51,12854.0,SOUTH DEERING,303.79705960132867,123,1079,125,566,8166,2098,5882,411,742,1262
2024,52,22687.0,EAST SIDE,83.24172803329057,121,690,80,410,1064,10320,11356,794,1854,2486
2024,53,24549.0,WEST PULLMAN,99.36519806341394,328,1873,343,1161,22366,1303,11547,716,1632,2521
2024,54,7518.0,RIVERDALE,98.38949739579031,75,506,65,539,7364,144,2773,283,492,802
2024,55,8853.0,HEGEWISCH,145.96574140897752,93,459,43,211,1522,5956,4517,368,477,764
2024,56,36732.0,GARFIELD RIDGE,117.89077840626808,158,1445,295,512,1949,25496,18329,1347,2198,3165
2024,57,13414.0,ARCHER HEIGHTS,55.92250571042751,71,709,65,274,319,6221,7119,792,1231,1812
2024,58,42994.0,BRIGHTON PARK,75.89279029683405,156,1117,148,821,1504,18154,22670,1400,3163,5030
2024,59,14854.0,MCKINLEY PARK,39.431799640295466,56,659,52,258,794,5914,7478,607,958,1516
2024,60,33675.0,BRIDGEPORT,58.29151926539481,102,975,107,464,1705,16759,17256,904,2202,3889
2024,61,40140.0,NEW CITY,134.6369632279751,312,1927,397,1471,9211,15155,20688,2210,3452,4697
2024,62,17901.0,WEST ELSDON,32.71109141959873,114,569,69,305,262,10231,9210,687,1396,1847
2024,63,36081.0,GAGE PARK,61.28489610145672,241,1220,196,851,2878,15021,18290,1447,3014,4296
2024,64,23629.0,CLEARING,71.14519236904174,113,604,46,335,372,15591,11992,711,1438,2372
2024,65,31942.0,WEST LAWN,82.3153016672832,161,1239,91,506,906,16546,16041,1170,2664,4024
2024,66,54409.0,CHICAGO LAWN,98.27946509626284,509,2374,539,1892,19494,19056,25982,1875,4587,6275
2024,67,28144.0,WEST ENGLEWOOD,87.94769193108257,431,2000,573,1642,19965,2596,13699,1025,1766,2735
2024,68,23195.0,ENGLEWOOD,85.65232306609218,376,2268,608,1980,20508,1261,10902,909,1634,2481
2024,69,29143.0,GREATER GRAND CROSSING,98.85316769023828,521,3016,672,2306,26432,1172,12983,932,1504,2350
2024,70,42007.0,ASHBURN,135.46033718240324,201,1430,110,684,18452,11579,21082,1777,3136,4529
2024,71,43779.0,AUBURN GRESHAM,105.06535358129682,614,3188,521,2327,41587,1147,19502,1306,2619,3990
2024,72,19521.0,BEVERLY,88.7793639211539,110,569,35,201,6828,12555,9291,625,1284,1724
2024,73,24851.0,WASHINGTON HEIGHTS,79.63575286171745,260,1696,250,863,23436,1400,10591,702,1286,2173
2024,74,19059.0,MOUNT GREENWOOD,75.58429000631087,57,309,27,156,785,17870,9243,512,1119,1376
2024,75,20865.0,MORGAN PARK,91.877340681314,199,1036,158,619,13449,6971,9479,450,1082,1429
2024,76,14145.0,OHARE,371.8356076134321,89,1014,196,397,1208,10280,7500,449,763,1376
2024,77,56563.0,EDGEWATER,48.449990830225794,185,2292,180,917,8620,37734,28516,1209,3117,5755
